DOR Code,Municipality,County,Year,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita,Opiod Deaths,Democrat,Republican,Unemployment
243,Quincy,NORFOLK,1/1/2020,"93,618","3,169,176,000","33,852","15,986,795,000","170,766",38,66.70%,31.70%,7.37
244,Randolph,NORFOLK,1/1/2020,"33,699","916,484,000","27,196","3,647,034,600","108,224",3,78.60%,20.30%,9.53
245,Raynham,BRISTOL,1/1/2020,"13,797","539,453,000","39,099","2,254,098,800","163,376",4,49.70%,48.40%,6.88
246,Reading,MIDDLESEX,1/1/2020,"25,704","1,510,376,000","58,760","5,143,035,900","200,087",0,66%,32.40%,6.31
247,Rehoboth,BRISTOL,1/1/2020,"12,008","518,962,000","43,218","1,863,173,000","155,161",1,46.20%,51.80%,4.67
248,Revere,SUFFOLK,1/1/2020,"53,422","1,264,365,000","23,667","6,112,000,400","114,410",19,64.10%,34.70%,9.35
249,Richmond,BERKSHIRE,1/1/2020,"1,429","82,442,000","57,692","428,896,400","300,137",0,78.50%,20.40%,3.04
250,Rochester,PLYMOUTH,1/1/2020,"5,494","231,719,000","42,177","962,759,700","175,238",0,46.10%,52.10%,5.37
251,Rockland,PLYMOUTH,1/1/2020,"17,832","526,926,000","29,549","2,114,977,100","118,606",8,54.30%,43.60%,6.60
252,Rockport,ESSEX,1/1/2020,"7,206","319,019,000","44,271","2,219,088,300","307,950",3,73.40%,24.90%,6.69
253,Rowe,FRANKLIN,1/1/2020,383,"9,783,000","25,543","284,026,200","741,583",0,56.90%,42.30%,8.59
254,Rowley,ESSEX,1/1/2020,"6,285","286,678,000","45,613","1,079,425,500","171,746",0,51.90%,46.20%,5.55
255,Royalston,WORCESTER,1/1/2020,"1,274","32,365,000","25,404","120,880,700","94,883",1,51.70%,45.70%,4.66
256,Russell,HAMPDEN,1/1/2020,"1,787","42,344,000","23,696","144,727,200","80,989",0,37.70%,58.80%,4.81
257,Rutland,WORCESTER,1/1/2020,"8,527","310,699,000","36,437","908,839,600","106,584",1,49.70%,47.20%,5.62
258,Salem,ESSEX,1/1/2020,"42,869","1,276,339,000","29,773","5,405,036,100","126,083",44,75.40%,22.80%,7.39
259,Salisbury,ESSEX,1/1/2020,"9,261","262,905,000","28,388","1,754,512,300","189,452",3,51.30%,46.90%,5.93
260,Sandisfield,BERKSHIRE,1/1/2020,910,"17,773,000","19,531","230,321,300","253,100",1,59.60%,39.10%,5.04
261,Sandwich,BARNSTABLE,1/1/2020,"20,445","801,174,000","39,187","4,294,060,900","210,030",5,55%,43.30%,6.18
262,Saugus,ESSEX,1/1/2020,"27,994","949,367,000","33,913","4,742,468,400","169,410",8,50.60%,48.10%,7.50
263,Savoy,BERKSHIRE,1/1/2020,677,"17,786,000","26,272","69,383,000","102,486",0,56.80%,40.50%,8.63
264,Scituate,PLYMOUTH,1/1/2020,"18,478","1,172,099,000","63,432","4,819,519,000","260,825",0,63.90%,34.30%,6.60
265,Seekonk,BRISTOL,1/1/2020,"14,968","555,144,000","37,089","2,435,953,700","162,744",6,53.70%,44.60%,5.10
266,Sharon,NORFOLK,1/1/2020,"18,173","1,223,032,000","67,299","3,666,373,500","201,748",0,75.80%,22.50%,5.37
267,Sheffield,BERKSHIRE,1/1/2020,"3,191","88,255,000","27,657","611,528,200","191,642",0,71.50%,26.80%,4.38
268,Shelburne,FRANKLIN,1/1/2020,"1,848","39,122,749","21,170","249,718,300","135,129",0,79.10%,18.10%,6.03
269,Sherborn,MIDDLESEX,1/1/2020,"4,300","743,260,000","172,851","1,323,636,700","307,822",0,77.50%,19.60%,5.47
270,Shirley,MIDDLESEX,1/1/2020,"7,400","199,943,000","27,019","706,189,700","95,431",1,57%,40.60%,6.02
271,Shrewsbury,WORCESTER,1/1/2020,"36,805","2,028,381,000","55,112","6,091,353,800","165,503",5,64.40%,33.80%,6.31
272,Shutesbury,FRANKLIN,1/1/2020,"1,764","44,628,000","25,299","220,424,500","124,957",1,87.20%,10.90%,5.78
273,Somerset,BRISTOL,1/1/2020,"18,288","537,483,000","29,390","2,248,577,600","122,954",2,52.40%,46%,5.82
274,Somerville,MIDDLESEX,1/1/2020,"80,318","3,097,279,000","38,563","15,170,069,800","188,875",12,88.10%,10.30%,5.07
275,South Hadley,HAMPSHIRE,1/1/2020,"17,743","553,170,000","31,177","1,608,596,500","90,661",6,65.80%,32.20%,5.88
276,Southampton,HAMPSHIRE,1/1/2020,"6,152","247,793,000","40,278","751,039,000","122,080",0,53.90%,43.80%,5.29
277,Southborough,WORCESTER,1/1/2020,"10,038","1,064,118,000","106,009","2,581,928,000","257,215",1,70.10%,27.80%,7.13
278,Southbridge,WORCESTER,1/1/2020,"16,865","342,523,000","20,310","1,062,982,400","63,029",12,56.40%,41.80%,9.12
279,Southwick,HAMPDEN,1/1/2020,"9,737","362,977,000","37,278","1,108,115,700","113,805",4,41.30%,56.40%,4.97
280,Spencer,WORCESTER,1/1/2020,"11,810","318,655,000","26,982","1,117,662,500","94,637",2,46.70%,51.20%,6.68
281,Springfield,HAMPDEN,1/1/2020,"154,341","2,292,704,000","14,855","8,214,498,300","53,223",119,72.60%,26%,11.87
282,Sterling,WORCESTER,1/1/2020,"7,992","360,209,000","45,071","1,126,832,600","140,995",1,52.20%,45.30%,5.58
283,Stockbridge,BERKSHIRE,1/1/2020,"1,938","74,156,000","38,264","897,418,300","463,064",0,80.90%,17.50%,5.79
284,Stoneham,MIDDLESEX,1/1/2020,"22,002","934,298,000","42,464","4,037,834,200","183,521",3,60.80%,37.80%,6.28
285,Stoughton,NORFOLK,1/1/2020,"28,431","935,388,000","32,900","4,014,565,300","141,204",11,65.60%,32.70%,6.99
286,Stow,MIDDLESEX,1/1/2020,"7,125","448,150,000","62,898","1,326,450,500","186,168",1,71.90%,25.40%,6.02
287,Sturbridge,WORCESTER,1/1/2020,"9,514","412,587,000","43,366","1,304,272,900","137,090",1,56.30%,41.10%,5.93
288,Sudbury,MIDDLESEX,1/1/2020,"18,874","2,001,547,000","106,048","4,796,024,700","254,107",0,76.20%,21.90%,6.63
289,Sunderland,FRANKLIN,1/1/2020,"3,657","104,149,000","28,479","374,363,600","102,369",0,77.70%,20%,5.11
290,Sutton,WORCESTER,1/1/2020,"9,272","471,055,000","50,804","1,481,010,900","159,729",1,49.10%,49.10%,5.28
291,Swampscott,ESSEX,1/1/2020,"14,477","1,023,461,000","70,696","3,001,502,900","207,329",0,71.90%,26.80%,6.85
292,Swansea,BRISTOL,1/1/2020,"16,387","528,966,000","32,280","2,243,617,600","136,914",2,47.30%,51.10%,5.14
293,Taunton,BRISTOL,1/1/2020,"56,789","1,427,458,000","25,136","5,319,886,500","93,678",23,56%,42%,8.29
294,Templeton,WORCESTER,1/1/2020,"8,176","210,906,000","25,796","640,991,600","78,399",1,46.10%,51.10%,6.00
295,Tewksbury,MIDDLESEX,1/1/2020,"30,915","1,214,749,000","39,293","4,874,518,000","157,675",11,52%,46.30%,6.14
296,Tisbury,DUKES,1/1/2020,"4,099","95,950,314","23,408","2,884,208,400","703,637",0,78.70%,19.20%,7.84
297,Tolland,HAMPDEN,1/1/2020,496,"12,663,000","25,530","192,519,300","388,144",0,41.60%,56.90%,2.93
298,Topsfield,ESSEX,1/1/2020,"6,529","463,093,000","70,929","1,429,914,200","219,010",1,57.70%,40.30%,5.79
299,Townsend,MIDDLESEX,1/1/2020,"9,515","301,746,000","31,713","903,825,200","94,990",1,49.30%,48.30%,5.66
300,Truro,BARNSTABLE,1/1/2020,"2,007","79,053,000","39,389","2,299,599,100","1,145,789",0,79.10%,19.30%,5.97
301,Tyngsborough,MIDDLESEX,1/1/2020,"12,267","518,664,000","42,281","1,683,280,600","137,220",0,53.50%,44.70%,5.88
302,Tyringham,BERKSHIRE,1/1/2020,325,"7,838,000","24,117","201,948,700","621,381",0,75.20%,23.20%,3.36
303,Upton,WORCESTER,1/1/2020,"7,725","421,646,000","54,582","1,214,624,300","157,233",0,60.10%,38%,5.28
304,Uxbridge,WORCESTER,1/1/2020,"13,892","504,144,000","36,290","1,755,491,600","126,367",4,50.10%,47.40%,5.57
305,Wakefield,MIDDLESEX,1/1/2020,"26,847","1,222,687,000","45,543","5,099,399,000","189,943",2,61.80%,36.60%,6.03
306,Wales,HAMPDEN,1/1/2020,"1,899","41,986,000","22,110","170,538,800","89,805",1,39.80%,57.10%,6.17
307,Walpole,NORFOLK,1/1/2020,"25,102","1,353,215,000","53,909","4,736,050,400","188,672",1,58.90%,39%,6.35
308,Waltham,MIDDLESEX,1/1/2020,"63,378","2,310,541,000","36,457","12,407,269,700","195,766",4,70.90%,27.20%,5.52
309,Ware,HAMPSHIRE,1/1/2020,"9,888","223,979,000","22,652","757,553,700","76,613",3,47.50%,49.70%,7.06
310,Wareham,PLYMOUTH,1/1/2020,"22,408","534,207,000","23,840","3,709,170,100","165,529",22,54.10%,43.60%,7.37
311,Warren,WORCESTER,1/1/2020,"5,189","97,578,000","18,805","395,108,500","76,143",2,44.30%,53.20%,5.27
312,Warwick,FRANKLIN,1/1/2020,762,"14,974,000","19,651","78,434,800","102,933",0,65.70%,30.70%,3.56
313,Washington,BERKSHIRE,1/1/2020,535,"15,158,000","28,333","85,102,900","159,071",0,69%,30.70%,4.44
314,Watertown,MIDDLESEX,1/1/2020,"34,319","1,549,799,000","45,159","7,951,185,300","231,685",5,78.20%,20%,5.84
315,Wayland,MIDDLESEX,1/1/2020,"13,684","2,105,722,000","153,882","3,847,489,100","281,167",0,79.30%,18.50%,6.88
316,Webster,WORCESTER,1/1/2020,"16,893","435,071,000","25,755","1,607,119,100","95,135",7,48.90%,48.90%,8.35
317,Wellesley,NORFOLK,1/1/2020,"29,000","5,288,227,000","182,353","12,421,188,300","428,317",1,77.80%,20.70%,6.28
318,Wellfleet,BARNSTABLE,1/1/2020,"2,749","109,425,000","39,805","2,523,728,900","918,053",0,78.50%,19.90%,5.99
319,Wendell,FRANKLIN,1/1/2020,870,"18,364,000","21,108","95,742,900","110,049",0,79.20%,17.20%,5.01
320,Wenham,ESSEX,1/1/2020,"5,163","325,355,000","63,017","823,685,800","159,536",0,68%,29.50%,4.64
321,West Boylston,WORCESTER,1/1/2020,"7,894","264,331,000","33,485","974,854,400","123,493",0,58.40%,39.20%,5.72
322,West Bridgewater,PLYMOUTH,1/1/2020,"7,094","259,275,000","36,548","1,268,319,800","178,788",1,48.30%,49.40%,5.99
323,West Brookfield,WORCESTER,1/1/2020,"3,780","126,395,000","33,438","391,008,700","103,441",0,49.10%,48.70%,6.06
324,West Newbury,ESSEX,1/1/2020,"4,541","302,018,000","66,509","955,510,900","210,419",0,54.50%,43.50%,5.54
325,West Springfield,HAMPDEN,1/1/2020,"28,693","782,065,000","27,256","2,823,620,200","98,408",13,53.10%,45%,7.25
326,West Stockbridge,BERKSHIRE,1/1/2020,"1,274","48,259,000","37,880","396,939,400","311,569",0,81.10%,17%,5.16
327,West Tisbury,DUKES,1/1/2020,"2,896","102,527,000","35,403","2,646,075,100","913,700",1,83.80%,14.80%,3.19
328,Westborough,WORCESTER,1/1/2020,"18,934","1,157,183,000","61,117","4,223,552,400","223,067",3,71.60%,26.30%,5.11
329,Westfield,HAMPDEN,1/1/2020,"41,690","1,078,643,000","25,873","3,343,027,700","80,188",6,49.40%,48%,6.14
330,Westford,MIDDLESEX,1/1/2020,"23,831","1,478,766,000","62,052","4,774,432,100","200,345",5,67.10%,30.80%,5.58
331,Westhampton,HAMPSHIRE,1/1/2020,"1,638","59,573,000","36,369","235,299,300","143,650",0,70%,28.10%,5.22
332,Westminster,WORCESTER,1/1/2020,"7,570","290,336,000","38,354","1,012,450,300","133,745",1,50.40%,47.10%,5.50
333,Weston,MIDDLESEX,1/1/2020,"12,057","3,679,925,000","305,211","6,495,550,900","538,737",0,73%,24.60%,7.24
334,Westport,BRISTOL,1/1/2020,"15,814","624,316,000","39,479","3,393,226,100","214,571",3,50.20%,48.20%,6.45
335,Westwood,NORFOLK,1/1/2020,"16,055","1,666,870,000","103,822","4,713,941,600","293,612",0,65.30%,32.90%,6.37
336,Weymouth,NORFOLK,1/1/2020,"55,957","1,901,871,000","33,988","8,154,408,700","145,726",41,60%,38.30%,6.79
337,Whately,FRANKLIN,1/1/2020,"1,518","37,326,000","24,589","280,732,300","184,936",1,67.60%,30.10%,2.86
338,Whitman,PLYMOUTH,1/1/2020,"14,849","453,291,000","30,527","1,638,287,500","110,330",3,52.20%,45.50%,6.09
339,Wilbraham,HAMPDEN,1/1/2020,"14,638","649,033,000","44,339","1,748,349,400","119,439",0,52.70%,45.50%,5.68
340,Williamsburg,HAMPSHIRE,1/1/2020,"2,469","65,447,820","26,508","322,631,400","130,673",0,79.60%,18.60%,7.16
341,Williamstown,BERKSHIRE,1/1/2020,"7,620","266,425,000","34,964","1,008,880,400","132,399",0,85.30%,13.50%,5.05
342,Wilmington,MIDDLESEX,1/1/2020,"23,534","1,019,073,000","43,302","4,633,611,500","196,890",1,54.40%,43.80%,6.07
343,Winchendon,WORCESTER,1/1/2020,"10,698","227,939,000","21,307","724,421,600","67,716",6,45%,51.70%,6.30
344,Winchester,MIDDLESEX,1/1/2020,"22,417","2,262,359,000","100,922","7,681,074,900","342,645",4,70.60%,27.50%,7.08
345,Windsor,BERKSHIRE,1/1/2020,895,"28,088,000","31,383","121,136,700","135,348",0,64.10%,34.70%,5.51
346,Winthrop,SUFFOLK,1/1/2020,"18,164","604,596,000","33,285","2,386,490,000","131,386",2,61.30%,37.10%,7.04
347,Woburn,MIDDLESEX,1/1/2020,"39,555","1,597,417,000","40,385","7,909,145,900","199,953",13,60.50%,38%,6.00
348,Worcester,WORCESTER,1/1/2020,"184,815","3,971,207,000","21,487","13,336,462,800","72,161",132,68.30%,29.90%,8.39
349,Worthington,HAMPSHIRE,1/1/2020,"1,188","31,558,000","26,564","177,583,800","149,481",0,65.80%,31.20%,4.32
350,Wrentham,NORFOLK,1/1/2020,"11,548","635,145,000","55,000","2,225,687,600","192,734",0,54.80%,43%,5.60
351,Yarmouth,BARNSTABLE,1/1/2020,"23,467","742,879,000","31,656","6,274,212,500","267,363",5,59.20%,39.10%,7.26
1,Abington,PLYMOUTH,1/1/2021,"16,516","597,856,000","36,199","2,103,633,000","127,369",4,53.90%,44.10%,6.33
2,Acton,MIDDLESEX,1/1/2021,"23,738","1,569,766,000","66,129","4,597,929,200","193,695",3,80.30%,17.80%,3.90
3,Acushnet,BRISTOL,1/1/2021,"10,580","337,691,000","31,918","1,214,098,100","114,754",0,43.70%,54.70%,6.02
4,Adams,BERKSHIRE,1/1/2021,"8,077","191,880,000","23,756","525,826,800","65,102",2,65.20%,32.20%,7.74
5,Agawam,HAMPDEN,1/1/2021,"28,854","850,720,000","29,484","3,067,519,900","106,312",4,48.30%,50.10%,5.60
6,Alford,BERKSHIRE,1/1/2021,491,"18,140,000","36,945","279,820,300","569,899",0,83.90%,15.50%,2.56
7,Amesbury,ESSEX,1/1/2021,"17,569","675,197,000","38,431","2,273,556,700","129,407",7,65.60%,32.20%,4.66
8,Amherst,HAMPSHIRE,1/1/2021,"39,503","772,086,000","19,545","2,516,974,800","63,716",0,90.70%,7.50%,4.11
9,Andover,ESSEX,1/1/2021,"36,403","3,006,243,000","82,582","8,453,211,200","232,212",5,66.60%,31.70%,4.41
10,Arlington,MIDDLESEX,1/1/2021,"45,624","2,783,875,000","61,018","10,614,146,500","232,644",2,83.10%,15.60%,3.94
11,Ashburnham,WORCESTER,1/1/2021,"6,346","227,762,000","35,891","640,811,300","100,979",0,53.20%,44.10%,5.23
12,Ashby,MIDDLESEX,1/1/2021,"3,234","107,391,000","33,207","319,398,200","98,763",1,47.30%,50%,5.02
13,Ashfield,FRANKLIN,1/1/2021,"1,734","48,226,000","27,812","248,466,800","143,291",0,81.70%,14.80%,3.15
14,Ashland,MIDDLESEX,1/1/2021,"17,739","897,367,000","50,587","2,809,780,000","158,396",0,69.90%,28.20%,4.21
15,Athol,WORCESTER,1/1/2021,"11,753","239,184,000","20,351","730,647,700","62,167",13,49.30%,47.40%,6.12
16,Attleboro,BRISTOL,1/1/2021,"45,117","1,476,322,000","32,722","4,710,804,300","104,413",29,58.20%,39.60%,5.44
17,Auburn,WORCESTER,1/1/2021,"16,782","577,559,000","34,415","2,175,990,900","129,662",3,55.20%,42.40%,5.26
18,Avon,NORFOLK,1/1/2021,"4,519","159,994,000","35,405","855,860,900","189,392",1,59.50%,38.30%,5.72
19,Ayer,MIDDLESEX,1/1/2021,"8,164","281,209,000","34,445","1,219,304,900","149,351",2,63.60%,33.40%,5.61
20,Barnstable,BARNSTABLE,1/1/2021,"44,460","1,838,787,000","41,358","14,932,044,600","335,853",32,58.20%,40.20%,6.47
21,Barre,WORCESTER,1/1/2021,"5,592","141,187,000","25,248","458,372,300","81,969",0,48.70%,48.60%,6.33
22,Becket,BERKSHIRE,1/1/2021,"1,730","50,942,000","29,446","523,623,000","302,672",0,63.60%,34.50%,8.45
23,Bedford,MIDDLESEX,1/1/2021,"14,195","1,026,747,000","72,332","3,957,585,000","278,801",3,72.10%,25.90%,4.56
24,Belchertown,HAMPSHIRE,1/1/2021,"15,134","526,637,000","34,798","1,554,339,300","102,705",0,61.50%,36.30%,4.85
25,Bellingham,NORFOLK,1/1/2021,"17,182","611,911,000","35,613","2,504,502,600","145,763",4,52.80%,44.80%,4.98
26,Belmont,MIDDLESEX,1/1/2021,"26,330","2,512,075,000","95,407","7,850,565,400","298,160",2,78.40%,19.70%,4.24
27,Berkley,BRISTOL,1/1/2021,"6,802","260,329,000","38,272","880,793,800","129,490",3,43.90%,53.70%,5.78
28,Berlin,WORCESTER,1/1/2021,"3,220","161,955,000","50,297","642,333,300","199,482",2,60.80%,36.30%,4.12
29,Bernardston,FRANKLIN,1/1/2021,"2,114","63,761,000","30,161","216,624,000","102,471",0,66.60%,30.70%,6.75
30,Beverly,ESSEX,1/1/2021,"42,312","1,843,316,000","43,565","6,939,374,700","164,005",8,68.50%,29.50%,4.83
31,Billerica,MIDDLESEX,1/1/2021,"43,784","1,648,973,000","37,662","6,791,697,200","155,118",7,54.10%,44.10%,4.55
32,Blackstone,WORCESTER,1/1/2021,"9,326","295,393,000","31,674","972,102,100","104,236",1,47.90%,50%,5.50
33,Blandford,HAMPDEN,1/1/2021,"1,260","38,466,000","30,529","174,764,000","138,702",0,39.60%,58.60%,5.21
34,Bolton,WORCESTER,1/1/2021,"5,376","409,226,000","76,121","1,087,848,200","202,353",0,67.10%,30.40%,4.08
35,Boston,SUFFOLK,1/1/2021,"694,583","35,247,155,000","50,746","179,793,040,700","258,850",331,82.90%,15.70%,5.82
36,Bourne,BARNSTABLE,1/1/2021,"19,872","734,962,000","36,985","4,814,391,000","242,270",2,53.40%,44.80%,6.35
37,Boxborough,MIDDLESEX,1/1/2021,"6,388","367,508,000","57,531","1,177,906,300","184,394",1,74.30%,23.20%,3.89
38,Boxford,ESSEX,1/1/2021,"8,367","881,249,000","105,324","1,868,910,500","223,367",0,56.50%,41.40%,3.57
39,Boylston,WORCESTER,1/1/2021,"4,688","266,618,000","56,872","766,982,300","163,605",1,57.30%,40.10%,4.31
40,Braintree,NORFOLK,1/1/2021,"37,250","1,616,164,000","43,387","7,187,550,000","192,954",7,58.10%,40.40%,5.43
41,Brewster,BARNSTABLE,1/1/2021,"9,806","356,227,000","36,327","4,100,984,500","418,212",1,66.50%,31.60%,5.83
42,Bridgewater,PLYMOUTH,1/1/2021,"27,395","897,950,000","32,778","3,016,111,400","110,097",3,52.60%,45.40%,5.09
43,Brimfield,HAMPDEN,1/1/2021,"3,772","142,891,000","37,882","439,485,600","116,513",0,47.50%,50.30%,5.64
44,Brockton,PLYMOUTH,1/1/2021,"95,777","2,101,878,000","21,946","7,675,101,300","80,135",84,76%,22.70%,8.90
45,Brookfield,WORCESTER,1/1/2021,"3,458","97,125,000","28,087","276,658,600","80,005",0,46.10%,51.40%,5.48
46,Brookline,NORFOLK,1/1/2021,"59,310","5,594,220,000","94,322","24,547,879,100","413,891",1,87.60%,11.20%,3.48
47,Buckland,FRANKLIN,1/1/2021,"1,875","40,307,738","21,497","216,985,500","115,726",1,74.70%,22.60%,4.55
48,Burlington,MIDDLESEX,1/1/2021,"28,742","1,266,081,000","44,050","7,011,898,700","243,960",22,61.70%,36.50%,4.19
49,Cambridge,MIDDLESEX,1/1/2021,"118,977","7,188,046,000","60,415","49,449,365,600","415,621",39,92%,6.60%,3.51
50,Canton,NORFOLK,1/1/2021,"23,629","1,468,020,000","62,128","5,111,198,800","216,310",0,63.80%,34.50%,5.04
51,Carlisle,MIDDLESEX,1/1/2021,"5,247","649,881,000","123,858","1,544,199,600","294,301",1,76.70%,21.20%,4.03
52,Carver,PLYMOUTH,1/1/2021,"11,777","369,318,000","31,359","1,394,846,000","118,438",0,47.30%,50.80%,5.94
53,Charlemont,FRANKLIN,1/1/2021,"1,245","26,593,000","21,360","142,686,500","114,608",0,66.20%,31.60%,6.93
54,Charlton,WORCESTER,1/1/2021,"13,697","505,236,000","36,887","1,610,444,700","117,576",0,44.80%,51.90%,5.25
55,Chatham,BARNSTABLE,1/1/2021,"6,160","359,411,000","58,346","7,374,670,100","1,197,187",0,61.30%,36.80%,6.64
56,Chelmsford,MIDDLESEX,1/1/2021,"35,313","1,989,752,000","56,346","5,849,923,100","165,659",7,62.50%,35.20%,4.49
57,Chelsea,SUFFOLK,1/1/2021,"40,160","763,876,000","19,021","3,534,210,300","88,003",11,77.60%,20.90%,7.01
58,Cheshire,BERKSHIRE,1/1/2021,"3,144","96,183,000","30,593","308,072,500","97,987",3,58%,40.10%,5.98
59,Chester,HAMPDEN,1/1/2021,"1,384","32,139,000","23,222","125,043,400","90,349",1,42.10%,55.90%,5.35
60,Chesterfield,HAMPSHIRE,1/1/2021,"1,258","26,806,000","21,308","157,870,800","125,493",1,62.20%,35%,4.31
61,Chicopee,HAMPDEN,1/1/2021,"55,582","1,144,719,000","20,595","3,998,413,400","71,937",14,56.40%,41.40%,7.43
62,Chilmark,DUKES,1/1/2021,917,"64,047,000","69,844","3,358,805,700","3,662,820",0,87.10%,12%,5.11
63,Clarksburg,BERKSHIRE,1/1/2021,"1,650","39,862,000","24,159","128,418,100","77,829",0,58.50%,39.90%,6.16
64,Clinton,WORCESTER,1/1/2021,"14,022","446,983,000","31,877","1,385,425,600","98,804",2,60.10%,37.10%,6.23
65,Cohasset,NORFOLK,1/1/2021,"8,541","1,087,503,000","127,327","3,075,090,800","360,039",0,68.50%,29.70%,4.16
66,Colrain,FRANKLIN,1/1/2021,"1,677","46,782,000","27,896","179,350,200","106,947",0,68.60%,31.40%,6.19
67,Concord,MIDDLESEX,1/1/2021,"19,211","2,581,841,000","134,394","6,572,447,900","342,119",5,82.10%,16.20%,4.05
68,Conway,FRANKLIN,1/1/2021,"1,892","66,086,000","34,929","270,902,400","143,183",0,76%,21.40%,3.41
69,Cummington,HAMPSHIRE,1/1/2021,878,"27,225,000","31,008","130,242,300","148,340",0,70.80%,27.30%,6.89
70,Dalton,BERKSHIRE,1/1/2021,"6,569","213,940,000","32,568","616,299,000","93,819",2,70.30%,27.30%,6.09
71,Danvers,ESSEX,1/1/2021,"27,727","1,229,185,000","44,332","5,183,902,300","186,962",3,58.20%,40%,5.14
72,Dartmouth,BRISTOL,1/1/2021,"34,307","1,239,186,000","36,121","5,885,151,300","171,544",6,54.80%,43.80%,5.60
73,Dedham,NORFOLK,1/1/2021,"25,334","1,651,934,000","65,206","5,319,862,700","209,989",3,68.10%,30.30%,5.09
74,Deerfield,FRANKLIN,1/1/2021,"5,042","222,279,000","44,085","711,485,200","141,112",1,72.70%,25%,3.67
75,Dennis,BARNSTABLE,1/1/2021,"13,885","501,777,000","36,138","7,229,652,400","520,681",6,60.20%,38.30%,7.47
76,Dighton,BRISTOL,1/1/2021,"7,891","277,507,000","35,168","1,019,183,000","129,158",1,45.50%,52.60%,5.43
77,Douglas,WORCESTER,1/1/2021,"8,954","334,887,000","37,401","1,022,069,000","114,147",0,44.40%,53.40%,4.50
78,Dover,NORFOLK,1/1/2021,"6,101","1,623,392,000","266,086","2,646,446,400","433,773",0,69.30%,28.60%,3.93
79,Dracut,MIDDLESEX,1/1/2021,"31,747","1,126,313,000","35,478","3,647,155,100","114,882",4,48.80%,49.40%,5.49
80,Dudley,WORCESTER,1/1/2021,"11,802","330,837,000","28,032","1,016,192,300","86,103",1,45.30%,52.60%,5.70
81,Dunstable,MIDDLESEX,1/1/2021,"3,404","201,001,000","59,048","551,243,500","161,940",1,57.10%,40.50%,3.28
82,Duxbury,PLYMOUTH,1/1/2021,"15,946","1,535,883,000","96,318","4,265,308,000","267,485",1,61.80%,36.50%,4.98
83,East Bridgewater,PLYMOUTH,1/1/2021,"14,496","507,518,000","35,011","1,751,566,500","120,831",1,47.70%,50.20%,5.08
84,East Brookfield,WORCESTER,1/1/2021,"2,215","70,811,000","31,969","253,517,600","114,455",0,43.60%,54.50%,5.64
85,East Longmeadow,HAMPDEN,1/1/2021,"16,296","733,231,000","44,995","1,986,089,000","121,876",0,52.40%,46%,4.52
86,Eastham,BARNSTABLE,1/1/2021,"4,871","175,156,000","35,959","2,976,889,500","611,145",2,70.20%,28.20%,7.79
87,Easthampton,HAMPSHIRE,1/1/2021,"15,987","489,491,000","30,618","1,554,415,700","97,230",4,73.80%,23.90%,4.71
88,Easton,BRISTOL,1/1/2021,"25,050","1,223,595,000","48,846","3,609,247,100","144,082",5,60.10%,38%,4.55
